start_time,end_time,wav_file,emotion,V,A,D,speaker,transcriptions
189.38,195.65,Ses02F_impro03_M020,hap,4.0,2.75,2.75,Ses02M,"Yeah, I'd love to be in that same situation some day, but, wow- so-"
207.5653,211.0588,Ses02F_impro03_M022,hap,4.0,3.25,3.0,Ses02M,"Oh, I approve. I-[LAUGHTER]-I more than approve."
211.0776,220.74,Ses02F_impro03_M023,hap,4.25,3.75,2.75,Ses02M,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--"
244.0986,246.85,Ses02F_impro03_M026,hap,4.0,2.75,2.5,Ses02M,"It'll be good.  Wow, that's great."
132.9672,135.27,Ses02F_impro04_F009,sad,2.0,2.0,3.5,Ses02F,I feel so worthless.
266.3,274.17,Ses02F_impro04_F016,sad,1.5,2.0,3.0,Ses02F,"I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning."
5.1392,9.5052,Ses02F_impro04_M000,neu,3.0,3.5,2.5,Ses02M,"So, uh, so how's it been going?  I mean, you have any needs or anything?"
19.1897,25.48,Ses02F_impro04_M001,neu,2.5,3.5,4.0,Ses02M,"No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't"
45.8486,49.25,Ses02F_impro04_M003,neu,2.0,3.5,3.0,Ses02M,"No, come on.  Don't [GARBAGE]"
52.9062,65.8663,Ses02F_impro04_M004,neu,2.0,4.0,4.5,Ses02M,"I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker--"
74.54,82.15,Ses02F_impro04_M005,neu,2.5,3.5,4.0,Ses02M,"No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive."
89.4093,97.07,Ses02F_impro04_M006,neu,2.5,4.0,4.0,Ses02M,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot..."
97.17,104.0,Ses02F_impro04_M007,neu,4.0,3.5,4.0,Ses02M,...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know
111.55,116.4043,Ses02F_impro04_M008,neu,2.0,2.5,3.5,Ses02M,"I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but--"
129.3592,135.09,Ses02F_impro04_M009,neu,2.0,3.0,3.5,Ses02M,"But you gotta.  Otherwise, what is--what's your other option?"
135.85,145.05700000000004,Ses02F_impro04_M010,neu,2.5,3.5,4.0,Ses02M,"It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and..."
145.067,151.05,Ses02F_impro04_M011,neu,3.0,3.5,4.0,Ses02M,... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--
156.7354,174.3532,Ses02F_impro04_M012,neu,4.0,4.0,4.5,Ses02M,"Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-"
192.84,205.99,Ses02F_impro04_M013,neu,3.5,4.0,4.0,Ses02M,"Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know"
229.5,242.27,Ses02F_impro04_M015,neu,3.5,3.5,4.0,Ses02M,"That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--"
244.79,245.9,Ses02F_impro04_M016,neu,3.0,2.5,2.5,Ses02M,Right.
245.97,248.0,Ses02F_impro04_M017,neu,3.0,2.5,3.5,Ses02M,"Well, you've gotta live."
257.1676,266.49,Ses02F_impro04_M018,neu,2.0,4.0,4.0,Ses02M,"I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--"
271.69,277.0401,Ses02F_impro04_M019,neu,2.0,3.0,3.0,Ses02M,"Well, come on, come on.  Thinking about it like this is definitely not gonna help either though."
4.1392,7.7911,Ses02F_impro05_F000,neu,3.5,3.0,2.5,Ses02F,"Hi, um, excuse me, I believe that the airline lost my baggage."
11.43,18.72,Ses02F_impro05_F001,neu,3.0,3.0,2.5,Ses02F,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?"
52.65,54.11,Ses02F_impro05_F004,neu,3.0,2.5,2.5,Ses02F,How much?
82.29,90.68,Ses02F_impro05_F006,ang,2.0,4.5,4.0,Ses02F,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?"
121.61,124.57,Ses02F_impro05_F010,ang,2.0,4.0,3.5,Ses02F,"Because you don't seem to care very much, you know."
241.32,247.38,Ses02F_impro05_F019,ang,2.0,3.5,4.0,Ses02F,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.
8.3,12.93,Ses02F_impro05_M000,neu,3.0,2.5,2.0,Ses02M,"Um, okay, it didn't--didn't come out on the carrousel--"
18.77,27.35,Ses02F_impro05_M001,neu,3.0,2.5,2.5,Ses02M,"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--"
29.42,35.95,Ses02F_impro05_M002,neu,3.0,2.5,2.0,Ses02M,"Uh, well some-some of the bags were--were lost on the way over here. uh-"
39.82,47.17,Ses02F_impro05_M003,neu,3.0,2.5,2.5,Ses02M,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen."
47.18,54.43,Ses02F_impro05_M004,neu,3.5,2.5,2.5,Ses02M,"Uh, But, we are willing to reimburse you for the bag and and for the contents--"
54.52,58.9138,Ses02F_impro05_M005,neu,3.0,2.5,1.5,Ses02M,"Um, we'd be willing to give you uh fifty dollars for--"
74.43,84.45,Ses02F_impro05_M006,neu,3.0,2.5,2.5,Ses02M,"Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do."
90.77,97.63,Ses02F_impro05_M007,neu,2.5,3.0,2.5,Ses02M,"I think, um, maybe you can file a claim if you want and turn it in to our main office--"
101.6919,109.68,Ses02F_impro05_M008,neu,2.5,2.5,2.5,Ses02M,"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--"
118.1619,122.1723,Ses02F_impro05_M009,neu,2.5,3.0,2.0,Ses02M,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um"
124.06,131.2021,Ses02F_impro05_M010,neu,2.5,2.5,3.0,Ses02M,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--"
132.543,140.2,Ses02F_impro05_M011,neu,2.5,3.0,2.5,Ses02M,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--"
147.74,164.39,Ses02F_impro05_M012,neu,2.5,3.0,3.5,Ses02M,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?"
176.48,180.5,Ses02F_impro05_M013,neu,2.5,2.0,2.5,Ses02M,"Well, there are-there are some shops here in- in the airport--"
182.6,189.65,Ses02F_impro05_M014,neu,2.5,3.0,3.0,Ses02M,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you"
189.66,191.54,Ses02F_impro05_M015,neu,2.5,2.5,1.5,Ses02M,probably even talk to--
205.22,217.07,Ses02F_impro05_M016,neu,2.5,3.5,3.5,Ses02M,"Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh"
217.08,220.45,Ses02F_impro05_M017,neu,2.5,3.0,3.0,Ses02M,but Unfortunately sometimes is--
224.51,226.28,Ses02F_impro05_M018,neu,2.5,3.0,3.0,Ses02M,"Well, that's--that's what I'm saying--"
227.81,242.31,Ses02F_impro05_M019,neu,3.0,2.5,3.0,Ses02M,"Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over."
248.0522,265.9529,Ses02F_impro05_M020,neu,2.5,3.0,3.5,Ses02M,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person."
268.5221,274.21,Ses02F_impro05_M021,neu,2.5,2.5,2.5,Ses02M,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out."
10.31,15.4,Ses02F_impro06_F000,sad,1.6667,2.0,2.0,Ses02F,"Um, Johnny died yesterday."
21.15,23.86,Ses02F_impro06_F001,sad,1.3333,2.0,1.6667,Ses02F,"We knew that it was coming, but--"
25.52,32.26,Ses02F_impro06_F002,sad,1.6667,3.0,2.6667,Ses02F,"It seemed like he had a little bit longer.  Like just last week, he was doing was so well."
41.73,43.37,Ses02F_impro06_F003,sad,1.3333,1.3333,1.6667,Ses02F,Yeah.
52.1888,54.6,Ses02F_impro06_F004,sad,1.3333,2.6667,2.0,Ses02F,I just don't want him to be gone.
75.8818,78.68,Ses02F_impro06_F005,sad,1.6667,2.0,2.0,Ses02F,And his whole family was there.
82.16,88.2252,Ses02F_impro06_F006,sad,2.0,2.6667,2.3333,Ses02F,"I mean, he was like really conscious right up until the end. you know"
107.03,113.82,Ses02F_impro06_F007,sad,2.0,2.3333,2.0,Ses02F,"He was so young, you know.  And all the stories he used to tell me about..."
114.3099,122.5338,Ses02F_impro06_F008,sad,2.0,2.6667,2.3333,Ses02F,...the way he wanted to live and he was gonna go to Africa and he was gonna--
130.67,132.78,Ses02F_impro06_F009,sad,2.6667,3.3333,2.6667,Ses02F,Nobody's ever gonna forget him.
153.92,157.2495,Ses02F_impro06_F010,sad,2.0,1.6667,1.6667,Ses02F,He did a lot.  But--
172.77,174.93,Ses02F_impro06_F011,sad,1.3333,3.3333,2.0,Ses02F,I'm gonna forget him.
176.03,179.12900000000005,Ses02F_impro06_F012,sad,1.3333,3.3333,2.3333,Ses02F,I won't be able to hear his voice or his--
185.34,191.3555,Ses02F_impro06_F013,sad,2.0,3.0,1.6667,Ses02F,You start to lose like that image after a while.
218.2176,219.4604,Ses02F_impro06_F014,sad,2.3333,1.6667,2.0,Ses02F,Thanks.
5.7967,8.0783,Ses02F_impro06_M000,neu,3.0,2.3333,1.6667,Ses02M,"Hey, a what's up?"
15.7633,20.64,Ses02F_impro06_M001,neu,2.0,2.0,1.6667,Ses02M,"Wow, that's horrible."
20.77,23.33,Ses02F_impro06_M002,neu,2.0,2.3333,2.3333,Ses02M,I'm sorry to hear about that.
24.56,25.89,Ses02F_impro06_M003,neu,2.3333,2.3333,1.6667,Ses02M,Yeah.
33.11,40.3,Ses02F_impro06_M004,neu,2.3333,2.3333,2.3333,Ses02M,"I mean, you know, at least he's not in anymore pain now, right?"
43.34,50.1,Ses02F_impro06_M005,neu,2.6667,2.0,2.6667,Ses02M,"It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that."
55.58,57.9644,Ses02F_impro06_M006,neu,3.0,2.0,2.6667,Ses02M,It's okay.
59.12,68.5,Ses02F_impro06_M007,neu,3.0,2.0,2.3333,Ses02M,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on."
70.82,76.17,Ses02F_impro06_M008,neu,2.6667,1.6667,2.0,Ses02M,I mean--I don't know.
88.4296,99.1347,Ses02F_impro06_M009,neu,2.6667,2.0,2.6667,Ses02M,"Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than..."
100.7536,107.0617,Ses02F_impro06_M010,neu,2.6667,3.0,2.3333,Ses02M,".than you know, in pain and like this gradual, this horrible process.  I mean--"
122.2578,130.86,Ses02F_impro06_M011,neu,3.3333,2.3333,2.6667,Ses02M,"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--"
132.59,138.25,Ses02F_impro06_M012,neu,3.0,2.3333,2.6667,Ses02M,"Yeah, exactly.  He's made a big impact on a lot of people. and"
138.68,153.21,Ses02F_impro06_M013,neu,2.6667,3.0,3.0,Ses02M,"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--"
158.59,160.82,Ses02F_impro06_M014,neu,1.6667,2.0,2.0,Ses02M,"I know.  It doesn't bring him back, but--"
164.25,172.35,Ses02F_impro06_M015,neu,2.6667,2.0,2.3333,Ses02M,"But It's okay because now, you know, you'll just go on with your life and--"
175.43,177.5861,Ses02F_impro06_M016,neu,3.0,3.0,3.0,Ses02M,"No, you'll never forget him."
179.23,187.37,Ses02F_impro06_M017,neu,2.6667,2.0,2.6667,Ses02M,I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside--
196.5253,210.6666,Ses02F_impro06_M018,neu,2.6667,2.3333,2.6667,Ses02M,"That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so ."
212.8076,217.7894,Ses02F_impro06_M019,neu,2.3333,2.3333,2.6667,Ses02M,"It's hard to lose someone that way, but he's he's better--he's better off now."
6.7677,9.5033,Ses02F_impro07_M000,neu,4.0,3.5,3.5,Ses02M,"So, how's it going?"
90.02,91.12,Ses02F_impro07_M016,neu,3.5,2.5,2.0,Ses02M,So...
108.7087,110.3028,Ses02F_impro07_M018,hap,4.0,2.5,3.5,Ses02M,That'll be awesome.
110.3312,112.55,Ses02F_impro07_M019,hap,4.0,3.0,3.0,Ses02M,"I mean because you went to the campus before, right?"
5.072,9.3683,Ses02F_impro08_F000,neu,3.5,3.0,3.5,Ses02F,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?"
17.0726,18.7868,Ses02F_impro08_F001,neu,4.0,2.5,3.5,Ses02F,"All right, sir."
20.8328,25.5744,Ses02F_impro08_F002,neu,4.0,3.0,4.0,Ses02F,I completely understand.  Automated systems are very difficult sometimes.
26.0444,29.5192,Ses02F_impro08_F003,neu,4.0,2.5,3.0,Ses02F,"Um, how may I help you.  You're trying to book a specific flight?"
34.4217,41.707,Ses02F_impro08_F004,neu,3.5,3.0,4.0,Ses02F,"Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time."
41.7208,49.8355,Ses02F_impro08_F005,neu,4.0,3.0,4.0,Ses02F,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,"
49.8493,56.3328,Ses02F_impro08_F006,neu,3.5,3.5,4.0,Ses02F,"um lots of purchases, but we're gonna go ahead and give that to you anyway. uh,  Just to make sure that you're happy with your service here."
56.3466,57.4525,Ses02F_impro08_F007,neu,4.0,2.5,3.5,Ses02F,Is that all right?
57.5493,62.4568,Ses02F_impro08_F008,neu,4.0,3.0,3.5,Ses02F,"I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end."
62.4706,66.7146,Ses02F_impro08_F009,neu,3.5,3.0,3.0,Ses02F,All I'm going to need is your credit card number but just give me one moment. So-
66.7422,79.4747,Ses02F_impro08_F010,neu,3.5,3.0,4.0,Ses02F,"um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there."
81.6722,84.0361,Ses02F_impro08_F011,neu,3.5,2.5,3.5,Ses02F,Absolutely. we we
86.4414,99.3203,Ses02F_impro08_F012,neu,3.5,3.5,4.0,Ses02F,"Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves."
99.3367,107.9377,Ses02F_impro08_F013,neu,3.5,3.0,4.0,Ses02F,"So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well."
108.8601,110.2602,Ses02F_impro08_F014,neu,4.0,3.0,3.0,Ses02F,Yeah.
114.0341,115.5271,Ses02F_impro08_F015,neu,4.0,2.5,3.0,Ses02F,Okay.
118.9969,122.0827,Ses02F_impro08_F016,neu,3.5,2.5,3.0,Ses02F,Great.  How many seats?
123.393,126.3472,Ses02F_impro08_F017,neu,4.0,3.5,3.5,Ses02F,Okay.  Great.  Four seats.  I'll book you for four seats.
126.9596,130.7963,Ses02F_impro08_F018,neu,4.0,3.5,3.5,Ses02F,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?"
133.8439,143.7972,Ses02F_impro08_F019,neu,3.5,4.0,4.0,Ses02F,"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?"
146.3132,148.7047,Ses02F_impro08_F020,neu,3.5,3.0,3.0,Ses02F,Okay.  Great.  What time of the day would you like?
153.6399,162.0139,Ses02F_impro08_F021,neu,3.5,2.5,4.0,Ses02F,All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.
162.0146,173.1274,Ses02F_impro08_F022,neu,3.5,3.5,4.0,Ses02F,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui."
175.2053,185.2554,Ses02F_impro08_F023,neu,3.5,3.0,4.0,Ses02F,Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.
185.2692,190.5223,Ses02F_impro08_F024,neu,3.5,3.5,4.0,Ses02F,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.
193.5359,199.2729,Ses02F_impro08_F025,neu,4.0,3.5,4.0,Ses02F,Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.
200.4894,205.6457,Ses02F_impro08_F026,neu,4.0,3.0,4.0,Ses02F,Absolutely. Thank you so much for calling and we hope that you will come to us again.
205.6872,207.1232,Ses02F_impro08_F027,neu,4.0,3.0,4.0,Ses02F,Thank you.
25.2703,26.3762,Ses02F_impro08_M003,neu,3.0,2.5,3.5,Ses02M,Okay.
55.8649,61.445,Ses02F_impro08_M005,neu,3.0,3.0,3.0,Ses02M,You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.
62.44300000000001,64.3092,Ses02F_impro08_M006,neu,4.0,2.5,3.0,Ses02M,[BREATHING] that's good.
78.2023,87.4005,Ses02F_impro08_M007,neu,3.0,4.0,4.0,Ses02M,"All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time."
107.6198,109.3063,Ses02F_impro08_M008,neu,3.0,3.0,3.0,Ses02M,Okay. So--
109.8178,116.1077,Ses02F_impro08_M009,neu,3.5,4.0,3.5,Ses02M,"Well, you know, we wanted to--we wanted to go to Maui and--That was a"
116.163,120.5591,Ses02F_impro08_M010,neu,3.0,4.0,3.5,Ses02M,"--you know, the kids wanna go to the beach and stuff and so--um"
122.0458,123.6128,Ses02F_impro08_M011,neu,3.0,3.0,3.0,Ses02M,"Well, it's gonna be four of them."
125.5349,127.8996,Ses02F_impro08_M012,neu,2.5,3.5,3.5,Ses02M,All right.  And can they like all get together?
130.3879,134.9498,Ses02F_impro08_M013,neu,3.5,3.0,2.5,Ses02M,"Um- You know, window is nice. I guess"
148.3729,154.4831,Ses02F_impro08_M015,neu,3.0,3.0,3.0,Ses02M,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--"
171.9981,177.3618,Ses02F_impro08_M016,neu,3.0,3.0,2.5,Ses02M,"And, like, there's there's shuttles or something that I can get to the hotel."
199.107,202.0927,Ses02F_impro08_M018,neu,3.5,2.5,3.0,Ses02M,All right.  So we're confirmed then or do you--All right.
204.6773,205.9775,Ses02F_impro08_M019,neu,4.0,2.5,2.5,Ses02M,Okay.
5.32,7.358,Ses02M_impro01_F000,neu,4.0,3.0,3.0,Ses02F,"Hi, How can I help you?"
10.371,11.6114,Ses02M_impro01_F001,neu,3.5,2.5,2.5,Ses02F,"Sure, um"
11.6114,14.6855,Ses02M_impro01_F002,neu,3.0,3.0,3.0,Ses02F,do you have two forms of ID with you?
17.819000000000006,24.7376,Ses02M_impro01_F003,neu,3.0,3.0,3.0,Ses02F,"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry."
27.98,29.622,Ses02M_impro01_F004,neu,3.0,3.0,3.0,Ses02F,Well
30.0939,36.9427,Ses02M_impro01_F005,neu,3.0,3.5,3.0,Ses02F,I- I can take your driver's license but I need another form of ID in order to process this paper work.
38.8667,44.0823,Ses02M_impro01_F006,neu,2.5,3.0,2.5,Ses02F,"Um, that you would need to go home and get another form of ID and come back."
98.7147,100.1295,Ses02M_impro01_F015,neu,2.5,2.5,3.0,Ses02F,"I'm sorry, sir."
104.7414,106.0901,Ses02M_impro01_F016,neu,2.5,2.0,2.5,Ses02F,there is nothing I can do.
7.34,10.0,Ses02M_impro01_M001,neu,3.5,3.0,2.5,Ses02M,"Yea. I just want to get this done,"
10.01,12.2924,Ses02M_impro01_M002,neu,3.0,3.5,2.5,Ses02M,get my new license.
14.3252,17.6205,Ses02M_impro01_M003,neu,3.5,3.0,2.5,Ses02M,"Um, no, I got my driver's license though."
24.5138,28.15,Ses02M_impro01_M004,neu,3.0,3.5,3.0,Ses02M,"Uh, sorry, I forgot them. I mean I've got to -"
28.23,31.2973,Ses02M_impro01_M005,neu,2.5,3.5,2.5,Ses02M,well is the dri-driver's license going to work?
44.2341,52.43,Ses02M_impro01_M007,ang,1.5,4.0,4.0,Ses02M,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after"
52.44,54.53,Ses02M_impro01_M008,ang,2.0,3.5,3.5,Ses02M,three hours and
57.3791,64.1421,Ses02M_impro01_M009,ang,1.5,4.5,4.0,Ses02M,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?
66.9831,73.6261,Ses02M_impro01_M010,ang,2.0,4.0,3.5,Ses02M,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my"
74.2423,76.2871,Ses02M_impro01_M011,ang,2.5,4.0,3.5,Ses02M,"I filled out the application right, didn't I?"
119.1904,126.0898,Ses02M_impro01_M018,ang,2.0,4.5,4.0,Ses02M,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application
129.4304,137.7264,Ses02M_impro01_M019,ang,2.5,4.5,4.0,Ses02M,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home."
3.9987,6.0541,Ses02M_impro02_F000,sad,2.5,2.5,3.5,Ses02F,I don't want you to go.
15.5524,23.3599,Ses02M_impro02_F001,sad,1.5,2.5,4.5,Ses02F,"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard."
23.579,26.4151,Ses02M_impro02_F002,sad,1.5,2.5,4.0,Ses02F,I don't want to be a single mom.
31.3058,32.6401,Ses02M_impro02_F003,sad,2.0,2.5,3.0,Ses02F,but
33.4566,37.3201,Ses02M_impro02_F004,sad,2.0,3.0,4.0,Ses02F,It's dangerous; I mean how can you make sure that you'll
54.02,55.5818,Ses02M_impro02_F005,sad,4.0,2.5,3.5,Ses02F,I hope so.
56.6174,58.0712,Ses02M_impro02_F006,sad,2.5,2.0,3.0,Ses02F,I hope so.
59.0868,61.0584,Ses02M_impro02_F007,sad,2.5,2.5,3.0,Ses02F,It's going to be really rough.
64.7625,67.7895,Ses02M_impro02_F008,sad,4.0,3.0,3.0,Ses02F,I'll send you lots of pictures.
84.1439,88.959,Ses02M_impro02_F009,sad,2.0,3.0,4.0,Ses02F,"Well, just promise me that you going to be safe."
89.8468,96.5662,Ses02M_impro02_F010,sad,3.0,3.0,4.0,Ses02F,"I mean can't they put you in like, you know kitchen work or something where you won't get"
137.8409,142.0114,Ses02M_impro02_F012,sad,4.0,2.5,3.0,Ses02F,"Will you write me letters, paper ones?"
155.7643,160.4854,Ses02M_impro02_F013,sad,1.5,3.0,4.0,Ses02F,"Our baby needs a dad; you can't leave. Okay, you can't disappear."
178.7739,181.4226,Ses02M_impro02_F014,sad,3.0,2.0,3.0,Ses02F,I'll miss you too.
7.0366,15.1,Ses02M_impro02_M000,sad,2.0,3.0,4.0,Ses02M,"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot."
26.7598,31.4253,Ses02M_impro02_M001,sad,3.5,3.0,3.5,Ses02M,"You won't be. I'll be back; I'll be back before you know it. All right, and"
32.68,33.6558,Ses02M_impro02_M002,sad,4.0,2.5,2.5,Ses02M,and
61.7187,63.7973,Ses02M_impro02_M007,sad,3.0,2.5,3.5,Ses02M,"You gotta take care of our baby for me, alright?"
67.8916,74.1377,Ses02M_impro02_M008,sad,2.5,2.5,3.5,Ses02M,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do."
75.0359,84.1992,Ses02M_impro02_M009,sad,3.0,2.5,4.0,Ses02M,I've never been - I've never been away from you for two weeks let alone a year.
120.2518,128.8678,Ses02M_impro02_M013,sad,2.0,2.5,3.0,Ses02M,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country
129.5686,137.7099,Ses02M_impro02_M014,neu,2.5,2.5,3.5,Ses02M,"and it'll work out you know, go there and do that. Yeah, I'll be back"
159.4932,164.3,Ses02M_impro02_M017,sad,3.0,2.5,3.5,Ses02M,"Our baby has a dad, alright. Daddy is going to be back soon."
165.83,178.4193,Ses02M_impro02_M018,sad,4.0,3.0,4.0,Ses02M,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you."
65.1724,72.73,Ses02M_impro03_M010,hap,4.0,3.5,3.5,Ses02M,"Oh, well, it was -- you know, we were at this- at this concert and yeah"
72.74,76.14,Ses02M_impro03_M011,hap,4.0,3.5,4.0,Ses02M,so I-I talked to some of the crew before hand and-
76.8059,77.7009,Ses02M_impro03_M012,hap,4.5,2.5,3.0,Ses02M,I-I did.
86.83,88.3,Ses02M_impro03_M014,hap,4.0,2.5,2.5,Ses02M,"I know, so"
88.46,90.1494,Ses02M_impro03_M015,hap,4.0,3.5,3.5,Ses02M,I got to freak her out.
96.6583,100.279,Ses02M_impro03_M017,hap,4.0,3.0,3.5,Ses02M,"Yea, that way she was guaranteed that she could not say no."
115.1625,119.6025,Ses02M_impro03_M021,hap,4.0,4.0,4.0,Ses02M,"Oh yes, they - they you know they love her and so I mean..."
164.7903,172.9558,Ses02M_impro03_M027,hap,4.0,3.5,4.0,Ses02M,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand."
174.7051,176.43400000000003,Ses02M_impro03_M028,hap,3.5,3.0,3.5,Ses02M,"Sure. Oh, yes."
190.9368,191.8928,Ses02M_impro03_M031,hap,4.0,3.0,3.0,Ses02M,Hah.
5.1157,6.9185,Ses02M_impro04_F000,neu,3.3333,2.6667,2.3333,Ses02F,So how you feeling?
13.1185,16.2387,Ses02M_impro04_F001,neu,3.0,2.3333,2.3333,Ses02F,"You've been doing a lot of work for it, right?"
24.9578,28.19,Ses02M_impro04_F002,neu,3.3333,2.0,2.6667,Ses02F,"Right, so the fact you doing the best that you can is -"
28.2,31.74,Ses02M_impro04_F003,neu,3.3333,2.3333,3.0,Ses02F,"you know you shouldn't give yourself a hard time for that, it's the best you can."
37.9351,40.8943,Ses02M_impro04_F004,neu,2.6667,3.0,2.3333,Ses02F,"Well, but you care about what you do, right?"
54.75100000000001,61.4736,Ses02M_impro04_F005,neu,3.3333,2.3333,2.6667,Ses02F,"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh"
73.8543,79.1665,Ses02M_impro04_F006,neu,3.3333,2.3333,2.3333,Ses02F,"Well, I mean you're still here you've tried for this long so I think that says something all in itself."
85.5106,89.9409,Ses02M_impro04_F007,neu,3.6667,2.3333,3.0,Ses02F,You are persistence. I mean that's important. that's
